"","Site","datetime","NH4","Cl","stamps","slope_sample","kw","sw","Uadd"
"1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","GBL_NH4",2022-10-03 11:00:00,0.000666666666666666,0.592246483510432,"2-1",-0.350938610306061,-0.083985766076227,11.9067795260971,0.00925564562165676
"3","GBL_NH4",2022-10-03 11:02:30,0.301166666666667,4.70116660276355,"3-2",1.61659434589303,-0.119079627106833,8.39774211841328,0.0131231621827387
"4","GBL_NH4",2022-10-03 11:03:30,1.31666666666667,23.3359208625021,"4-3",-0.126988402207181,-0.0382499098121815,26.1438524929941,0.00421532870177741
"5","GBL_NH4",2022-10-03 11:04:00,2.86516666666667,40.2031102189979,"5-4",0.00778575705542003,-0.0407896778563251,24.5160063171456,0.00449522366584152
"6","GBL_NH4",2022-10-03 11:04:30,4.76176666666667,58.7421857910607,"6-5",0.00429261503035376,-0.0361182236230731,27.6868544376911,0.0039804063707117
"7","GBL_NH4",2022-10-03 11:05:30,7.48506666666667,95.0561633937656,"7-6",-0.0290185974767518,-0.0335426546048608,29.812786488732,0.00369656596274239
"8","GBL_NH4",2022-10-03 11:06:30,12.5443666666667,141.976268284028,"8-7",0.115169760747833,-0.0341230265543959,29.3057240513496,0.003760525813853
"9","GBL_NH4",2022-10-03 11:07:30,15.3483666666667,172.747075386581,"9-8",0.00556875478265884,-0.0318196313394392,31.4271397217773,0.00350668030130617
"10","GBL_NH4",2022-10-03 11:08:30,18.5009666666667,191.573105371822,"10-9",0.0833729663786396,-0.0317082562437861,31.5375273970158,0.00349440621648674
"11","GBL_NH4",2022-10-03 11:09:15,18.1021666666667,192.863214025632,"11-10",-0.000633401366145373,-0.0300407969162133,33.2880649867278,0.00331064397503106
"12","GBL_NH4",2022-10-03 11:10:30,18.8998666666667,183.25907182504,"12-11",0.0753628705659132,-0.0306108581457441,32.6681465524034,0.00337346753394692
"13","GBL_NH4",2022-10-03 11:11:30,17.9723666666667,170.166858078959,"13-12",0.0238018966777531,-0.0287267863815963,34.8107159191551,0.00316583353369389
"14","GBL_NH4",2022-10-03 11:12:30,15.9697666666667,151.340828093719,"14-13",-0.000893000922481235,-0.0282507484480412,35.3972922819797,0.0031133718056976
"15","GBL_NH4",2022-10-03 11:13:30,12.9855666666667,135.190579020086,"15-14",-0.0940099135132675,-0.0282686084664908,35.3749283833827,0.00311534006781259
"16","GBL_NH4",2022-10-03 11:14:30,10.4551666666667,119.756430416553,"16-15",-0.0955166643199172,-0.0301488067367562,33.1688085943661,0.00332254718993651
"17","GBL_NH4",2022-10-03 11:16:00,4.22156666666667,95.7700163597003,"17-16",-0.45558645849459,-0.0320591400231545,31.1923526107611,0.00353307533945782
"18","GBL_NH4",2022-10-03 11:18:00,4.34516666666667,67.8644683692885,"18-17",0.186647429679039,-0.0457267337779922,21.8690450285625,0.0050393115769261
"19","GBL_NH4",2022-10-03 11:20:00,3.55576666666667,50.5666038677315,"19-18",0.0468639153698069,-0.0382608365908307,26.1363861615,0.00421653288667312
"20","GBL_NH4",2022-10-03 11:23:00,2.41826666666667,31.6447687439411,"20-19",0.027732945598796,-0.0363862799760384,27.482886424733,0.00400994750280578
"21","GBL_NH4",2022-10-03 11:26:00,1.95116666666667,21.7050197540727,"21-20",0.0541352485622172,-0.0347223032401107,28.7999328006794,0.00382656906012479
"22","GBL_NH4",2022-10-03 11:31:00,0.976866666666667,12.8161682861255,"22-21",-0.0329993110056213,-0.0314741883263776,31.7720663557804,0.00346861077761481
"23","GBL_NH4",2022-10-03 11:42:00,0.364366666666667,6.64899076729452,"23-22",-0.0299951855962037,-0.0347741194269398,28.757018624181,0.00383227945945984
