"","Site","datetime","NO3","Cl","stamps","slope_sample","kw","sw","Uadd"
"3","BW",2021-07-28 16:00:00,0.006,0.358159572078409,"3-2",-0.26220682366932,-0.0103621913837642,96.5046835138392,0.147008571500595
"4","BW",2021-07-28 16:10:00,0.023,2.97911157485124,"4-3",-0.182302530307768,-0.0218992916252143,45.6635774852472,0.310685593371872
"5","BW",2021-07-28 16:13:00,0.099,10.1271624915044,"5-4",2.03383851509161,-0.0233577118676765,42.8124126911527,0.331376224200003
"6","BW",2021-07-28 16:16:00,0.166,22.6597224171047,"6-5",0.154590262673719,-0.01522235780731,65.6928455275032,0.21595982869317
"7","BW",2021-07-28 16:19:00,0.224,28.2828203535959,"7-6",0.0429284849251985,-0.0146039967566152,68.4744057853225,0.207187130779417
"8","BW",2021-07-28 16:21:00,0.22,29.1404487655415,"8-7",0.0666050623147179,-0.0144322828169144,69.2891078068411,0.204751022426728
"9","BW",2021-07-28 16:24:00,0.19,27.043576905422,"9-8",0.300213002574613,-0.0140326524430261,71.2623649776903,0.19908146005157
"10","BW",2021-07-28 16:30:00,0.202,18.847341970527,"10-9",0.00299384269255978,-0.0127317294318694,78.5439248729911,0.180625244911398
"11","BW",2021-07-28 16:36:00,0.146,12.033020384583,"11-10",0.0214502714059037,-0.0122527146010598,81.6145672660573,0.173829454002223
"12","BW",2021-07-28 16:45:00,0.089,6.64844437873321,"12-11",-0.101109691687533,-0.0120596621584067,82.9210625359772,0.17109061597385
"13","BW",2021-07-28 17:01:00,0.045,2.454997385166,"13-12",0.101534906097745,-0.0167107079760332,59.8418691436782,0.237075075854064
