"","Site","datetime","NO3","Cl","stamps","slope_sample","kw","sw","Uadd"
"2","GEN",2021-07-28 12:50:00,0.007,0.149084236426186,"2-1",Inf,-0.0310133358129751,32.2441934666579,0.010434736358434
"3","GEN",2021-07-28 13:00:00,0.002,0.148257555676829,"3-2",-0.124720247951383,-0.0198210200542667,50.4514902493497,0.00666897362698323
"4","GEN",2021-07-28 13:10:00,0.001,0.147236443403886,"4-3",-0.0686235931325779,-0.0447650696445432,22.3388460677152,0.0150616400191403
"5","GEN",2021-07-28 13:20:00,0.006,16.6900225172293,"5-4",-0.293876714344729,-0.0584897882710588,17.0970015375284,0.0196794541531962
"6","GEN",2021-07-28 13:23:00,0.015,35.2852063811644,"6-5",0.0558793417596484,-0.117265131140005,8.52768414854783,0.0394549859087136
"7","GEN",2021-07-28 13:26:00,0.022,52.8306441661314,"7-6",-0.00687845287365363,-0.113912370634426,8.77867780672618,0.0383269172559359
"8","GEN",2021-07-28 13:29:00,0.027,61.7940743388864,"8-7",0.0160261138512281,-0.114325077806845,8.74698726809113,0.038465776569987
"9","GEN",2021-07-28 13:31:00,0.038,61.078553568445,"9-8",0.176697984985079,-0.113363510975771,8.82118056676744,0.0381422481229417
"10","GEN",2021-07-28 13:32:00,0.034,59.1232532975201,"10-9",-0.0786891398149798,-0.106295591576368,9.4077278762925,0.0357641783796483
"11","GEN",2021-07-28 13:34:00,0.033,52.9724001000991,"11-10",0.040000157802206,-0.107869374372668,9.27047186298861,0.0362936928009236
"12","GEN",2021-07-28 13:36:00,0.028,46.1545865110323,"12-11",-0.0132641824523199,-0.106269368060579,9.41004937029403,0.0357553552244967
"13","GEN",2021-07-28 13:40:00,0.021,32.9951410900641,"13-12",0.0119884888289787,-0.106799935358672,9.36330154734311,0.0359338697161139
"14","GEN",2021-07-28 13:44:00,0.009,22.9832658090937,"14-13",-0.1214259817645,-0.105840856252354,9.44814729782347,0.0356111782880887
"15","GEN",2021-07-28 13:50:00,0.017,13.7342913871391,"15-14",0.191809902977965,-0.115554934793514,8.65389264237749,0.038879573831006
"16","GEN",2021-07-28 13:55:00,0.006,9.39567361736222,"16-15",-0.13236149564585,-0.0925377464361581,10.8064010472732,0.0311352185101269
"17","GEN",2021-07-28 14:06:00,0.004,5.86787010094805,"17-16",0.00593568168759924,-0.105773896000743,9.45412845521899,0.0355886488647378
"18","GEN",2021-07-28 14:33:00,0.002,2.57908156178868,"18-17",0.00477448855072591,-0.104468046029471,9.57230500623982,0.0351492830301155
