"","Site","datetime","NO3","Cl","stamps","slope_sample","kw","sw","Uadd"
"7","GBU_NO3",2022-04-07 12:50:30,4.0115,72.9448044082485,"7-6",0.00104715822254362,-0.0224379416216161,44.5673679370228,0.0128759812427873
"8","GBU_NO3",2022-04-07 12:51:00,4.2235,74.762712203747,"8-7",0.000896090746557447,-0.0220190783325986,45.4151615655742,0.012635617133475
"9","GBU_NO3",2022-04-07 12:51:25,3.9155,68.7393366880456,"9-8",0.000331060238555381,-0.0216606420339756,46.1666832604249,0.0124299289676159
"10","GBU_NO3",2022-04-07 12:51:50,4.0385,58.7485968770376,"10-9",0.00751938610776024,-0.0215502886211238,46.4030908161382,0.0123666028168523
"11","GBU_NO3",2022-04-07 12:52:20,2.0745,45.6952113400831,"11-10",-0.0138293137681123,-0.0190438265852038,52.5104550561785,0.010928273102634
"12","GBU_NO3",2022-04-07 12:52:45,1.7165,36.2800352978773,"12-11",0.00165172330711856,-0.0245755520924487,40.6908457738074,0.0141026460051339
"13","GBU_NO3",2022-04-07 12:53:20,1.4205,24.5194263661024,"13-12",0.00578638486596762,-0.0240249776567425,41.6233477627961,0.0137866996395332
"14","GBU_NO3",2022-04-07 12:53:40,1.0965,20.1698960217555,"14-13",-0.00318055570158751,-0.0213246647192909,46.894054990481,0.0122371288581035
"15","GBU_NO3",2022-04-07 12:54:20,0.6945,12.8070387303676,"15-14",-6.22532350033844e-05,-0.0221728129063809,45.1002768219912,0.0127238375024273
"16","GBU_NO3",2022-04-07 12:55:05,0.4215,8.26470838282963,"16-15",-0.00136382025385134,-0.0222060146317161,45.032844325507,0.0127428902658159
"17","GBU_NO3",2022-04-07 12:56:00,0.2295,5.20465089655231,"17-16",-0.00264499872191485,-0.0230243067840269,43.4323608254625,0.0132124660665713
"18","GBU_NO3",2022-04-07 12:58:00,0.0835,2.66956862247498,"18-17",-0.171710331678271,-0.0249639725134311,40.0577271691026,0.0143255405174392
"19","GBU_NO3",2022-04-07 13:03:00,0.0175,1.95045430283398,"19-18",-0.249758235487513,-0.0295429146915183,33.8490636567791,0.0169531600464989
