"","Site","datetime","NH4","Cl","stamps","slope_sample","kw","sw","Uadd"
"4","GBL_NH4",2022-04-07 11:51:30,2.0787,31.9047619047619,"4-3",0.0612195642461601,-0.033709021518488,29.6656489851401,0.0516755986958926
"5","GBL_NH4",2022-04-07 11:52:05,3.9277,57.6190476190476,"5-4",0.00129181109442912,-0.0118448914305737,84.4245813362905,0.0181581021515868
"6","GBL_NH4",2022-04-07 11:52:25,4.0282,72.3809523809524,"6-5",-0.0101412181011497,-0.0111989858833591,89.2937994935706,0.0171679352956606
"7","GBL_NH4",2022-04-07 11:53:00,3.8498,80.4761904761905,"7-6",-0.00432333203528695,-0.0140964767694019,70.9397118413744,0.0216097603474507
"8","GBL_NH4",2022-04-07 11:53:15,3.9234,79.0476190476191,"8-7",0.00245655683208537,-0.0162581427870454,61.5076403927764,0.0249235731076647
"9","GBL_NH4",2022-04-07 11:53:30,3.1468,72.3809523809524,"9-8",-0.00883101958866206,-0.0157317377515985,63.5657684986764,0.0241165993618284
"10","GBL_NH4",2022-04-07 11:54:00,2.6999,57.6190476190476,"10-9",0.00249728823546479,-0.0176240990920261,56.7404889622098,0.0270175706985943
"11","GBL_NH4",2022-04-07 11:54:30,2.0531,48.5714285714286,"11-10",-0.00343487189727691,-0.0165538327053984,60.4089710097101,0.025376862846462
"12","GBL_NH4",2022-04-07 11:55:00,1.4778,34.2857142857143,"12-11",0.000650344786134823,-0.0180259206613742,55.4756685544941,0.0276335592153062
"13","GBL_NH4",2022-04-07 11:55:45,0.8679,21.9047619047619,"13-12",-0.00187130113727529,-0.0177472014673164,56.3469120380259,0.0272062854300653
"14","GBL_NH4",2022-04-07 11:56:30,0.5252,15.2380952380952,"14-13",-0.00309759698960421,-0.0189501807698505,52.7699451601532,0.0290504408779807
"15","GBL_NH4",2022-04-07 11:57:30,0.2756,7.61904761904762,"15-14",0.0483185772708077,-0.0209414931203104,47.7520869335787,0.0321031031406364
"16","GBL_NH4",2022-04-07 11:59:00,0.0908,3.80952380952381,"16-15",-0.278096048648207,-0.0202512277307274,49.3797222221095,0.0310449330823276
"17","GBL_NH4",2022-04-07 12:03:00,0.0311,0.476190476190476,"17-16",0.251997518814444,-0.026210428773189,38.1527524274198,0.0401803297134488
"18","GBL_NH4",2022-04-07 12:08:00,0.0087,0,"18-17",Inf,-0.0118105705552207,84.6699145756309,0.0181054885869759
