"","Site","datetime","NH4","Cl","stamps","slope_sample","kw","sw","Uadd"
"8","GBL_NH4",2022-12-12 12:09:20,3.26425,28.0118282440679,"8-7",0.00303353427570484,-0.00728937390717669,137.185993301216,0.0136296574562576
"9","GBL_NH4",2022-12-12 12:11:00,2.79225,27.5933580457991,"9-8",-0.0846783239117859,-0.00512256371024466,195.214751160653,0.00957815987457459
"10","GBL_NH4",2022-12-12 12:12:30,2.14465,21.5615899294841,"10-9",-0.0114731653467401,-0.00713871427957289,140.081247243843,0.0133479543713458
"11","GBL_NH4",2022-12-12 12:13:30,1.78365,17.7318958873793,"11-10",0.0112338999868058,-0.00738456782271732,135.417538846847,0.0138076508583331
"12","GBL_NH4",2022-12-12 12:15:30,1.16045,12.0824067243784,"12-11",-0.0231196625220216,-0.00722408353719152,138.425863274107,0.0135075776467401
"13","GBL_NH4",2022-12-12 12:17:00,0.86185,8.82718053292809,"13-12",0.010955232214358,-0.007884645323535,126.828786707131,0.0147426948174605
"14","GBL_NH4",2022-12-12 12:19:30,0.54305,5.33259947445929,"14-13",0.0168467950973106,-0.00764989034751304,130.720827956063,0.0143037504101526
"15","GBL_NH4",2022-12-12 12:22:00,0.34175,3.51350248511938,"15-14",-0.0183585978050154,-0.00704821909403766,141.879812000444,0.0131787466456904
"16","GBL_NH4",2022-12-12 12:25:30,0.20785,2.07802149027614,"16-15",0.00798124417692822,-0.00770388330135964,129.804666151097,0.014404706332479
"17","GBL_NH4",2022-12-12 12:30:00,0.12455,1.16846915527625,"17-16",0.014136073921372,-0.00730482109251323,136.895892087612,0.013658540573996
"18","GBL_NH4",2022-12-12 12:40:00,0.04595,0.449760187283752,"18-17",-0.00424181596961892,-0.00639607348328217,156.345921073885,0.0119593660240641
